Бумага,ISIN,"Текущий купон, %","Индикативная цена, %","Индикативная доходность, %","G-spread, бп",Ликвидность,Уровень ликвидности,"Δ индикатив. цены за 1 день, %","Δ индикатив. цены за 1 неделю, %","Δ индикатив. цены за 1 месяц, %","Δ индикатив. цены за 3 месяца, %","Дюрация, дней",Модифицированная дюрация,Оферта (call),"Срок до погашения, лет",Погашение,Страна,Эмитент,SPV,Сектор,Отрасль,Валюта,Статус,Купон,Периодичность купона,Тип ставки,Вид облигации,Непогаш. ном.,Рейтинг эмитента АКРА,Рейтинг эмитента Эксперт РА,Рейтинг эмитента НКР,Рейтинг эмитента НРА,Начало размещения,Окончание размещения,Дата торгов
"КБ Центр-инвест, БО-13",RU000A108BQ1,"21,000","100,47","17,953","437,12",3,низкая,"-3,91","0,00","-2,72","-0,71","55,81","0,13",,"1,15",21.04.2027,Россия,КБ Центр-инвест,,Корпоративный,Банки,RUB,В обращении,"1-2 купоны - 17% годовых, 3-4 купоны - 21% годовых, 5-6 купоны - ставка определяется решением эмитента",2,Фиксированная,Купонные,"1 000,000000",A(RU),-,,,24.04.2024,26.04.2024,27.02.2026
"МБЭС, 001P-01",RU000A100VX2,"14,500","99,87","15,103","68,40",4,средняя,"-0,04","-0,01","0,90","1,16","512,36","1,22",,"3,58",26.09.2029,Россия,МБЭС,,Корпоративный,Банки,RUB,В обращении,"1-6 купоны - 7.9% годовых, 7-8 купоны - 10.25% годовых, 9-12 купоны - 13.25% годовых, 13-16 купоны - 14.5%, 17-20 купоны - ставку определяет эмитент",2,Фиксированная,Купонные,"1 000,000000",AAA(RU),-,,,09.10.2019,09.10.2019,27.02.2026
"МБЭС, 001Р-02",RU000A101RJ7,"16,400","100,99","16,312","183,64",4,средняя,"-0,22","0,09","0,50","0,38","571,23","1,35",,"4,27",03.06.2030,Россия,МБЭС,,Корпоративный,Банки,RUB,В обращении,"1-8 купоны - 6.2% годовых, 9-10 купоны- 16.4% годовых, 11-15 купоны - 16.4% годовых, 16-20 купоны - ставку определяет эмитент",2,Фиксированная,Купонные,"1 000,000000",AAA(RU),-,,,15.06.2020,15.06.2020,27.02.2026
"МБЭС, 002P-01",RU000A106D59,"10,750","98,34","17,548","382,42",6,средняя,"0,12","0,24","0,65","1,03","107,28","0,25",,"7,27",02.06.2033,Россия,МБЭС,,Корпоративный,Банки,RUB,В обращении,"1-12 купоны - 10.75% годовых, 13-40 купоны - ставку определяет эмитент.",4,Фиксированная,Купонные,"1 000,000000",AAA(RU),-,,,15.06.2023,15.06.2023,27.02.2026
"МБЭС, 002P-04",RU000A10CC99,"14,650","100,09","15,624","101,61",7,высокая,"0,13","0,09","0,50","0,72","746,56","1,77",,"9,32",23.06.2035,Россия,МБЭС,,Корпоративный,Банки,RUB,В обращении,"1-36 купоны - 14.65% годовых, 37-120 купоны - ставку определяет эмитент.",12,Фиксированная,Купонные,"1 000,000000",AAA(RU),-,,,14.08.2025,14.08.2025,27.02.2026
"МСП Банк, С01",RU000A102HA5,"8,500","50,10","1 107,477","109 376,70",,,"0,00","0,00","0,00","0,00","102,00","0,02",09.06.2026,"4,77",03.12.2030,Россия,МСП Банк,,Корпоративный,Банки,RUB,В обращении,"1-11 купоны - 8.5% годовых, 12-20 купоны устанавливаются эмитентом",2,Фиксированная,Купонные,"10 000 000,000000",A-(RU),Withdrawn,,A-|ru|,15.12.2020,29.12.2020,27.02.2026
"МТС-Банк, 001P-05",RU000A10BJ85,"24,000","101,40","17,781","395,86",6,средняя,"0,08","-0,60","-1,29","-1,70","147,00","0,34",,"0,40",24.07.2026,Россия,МТС-Банк,,Корпоративный,Банки,RUB,В обращении,1 купон - 24% годовых,1,Фиксированная,Купонные,"1 000,000000",A(RU),ruA,A.ru,,30.04.2025,14.05.2025,27.02.2026
"МТС-Банк, 02СУБ",RU000A100W03,"23,200",,,,,,,,,,,,18.11.2029,,,Россия,МТС-Банк,,Корпоративный,Банки,RUB,В обращении,"1-2 купоны - 11.5% годовых, 3-10 купоны - 9.5% годовых, ставки каждых последующих 10 купонов, начиная с 11-го - GCurve 5Y + 4%",2,Фиксированная,Купонные,"10 000 000,000000",A(RU),ruA,A.ru,,02.10.2019,02.10.2019,
"МТС-Банк, 05СУБ",RU000A109LN5,"15,000",,,,,,,,,,,,20.03.2030,,,Россия,МТС-Банк,,Корпоративный,Банки,RUB,В обращении,"1-11 купоны- 15% годовых, В случае если Облигации не будут погашены в дату окончания одиннадцатого купонного периода, размер процентной ставки на каждые последующие 10 (Десять) купонных периодов периода обращения Облигаций (далее - ""Очередная часть периода обращения Облигаций"") рассчитывается по следующей формуле: Сj = R + s, где: Сj - размер процентной ставки j-го купона, в процентах годовых;j - порядковый номер очередного купонного периода;R - ставка кривой бескупонной доходности облигаций федерального займа на срок до погашения, равный 5 годам, определяемая в соответствии с Методикой определения Кривой бескупонной доходности государственных облигаций (облигаций федеральных займов) ПАО Московская Биржа, его правопреемника или иного юридического лица, осуществляющего функции биржи, в дату, наступающую за 4 (Четыре) рабочих дня до даты начала Очередной части периода обращения Облигаций.",2,Фиксированная,Купонные,"10 000 000,000000",A(RU),ruA,A.ru,,25.09.2024,30.09.2024,
"МТС-Банк, 07СУБ",RU000A10A4Z2,"15,000",,,,,,,,,,,,20.05.2030,,,Россия,МТС-Банк,,Корпоративный,Банки,RUB,В обращении,"1-11 купоны - 15% годовых, 12-22 купоны: Сj = R + s, где:R - ставка G-Curve на срок до погашения, равный 5 годам;s - разница между ставкой 1-го купона и G-Curve.",2,Фиксированная,Купонные,"10 000 000,000000",A(RU),ruA,A.ru,,25.11.2024,28.11.2024,
"МТС-Банк, 15% 15apr2026, RUB (ЦФА)",,"15,000",,,,,,,,,,,,,,15.04.2026,Россия,МТС-Банк,,Корпоративный,Банки,RUB,В обращении,15% годовых,,Фиксированная,Процент при погашении,"10 000,000000",A(RU),ruA,A.ru,,13.10.2025,16.10.2025,
"МТС-Банк, 15% 7apr2026, RUB (ЦФА)",,"15,000",,,,,,,,,,,,,,07.04.2026,Россия,МТС-Банк,,Корпоративный,Банки,RUB,В обращении,15% годовых,,Фиксированная,Процент при погашении,"10 000,000000",A(RU),ruA,A.ru,,06.10.2025,08.10.2025,
"МТС-Банк, 15.5% 13may2026, RUB (ЦФА)",,,,,,,,,,,,,,,,13.05.2026,Россия,МТС-Банк,,Корпоративный,Банки,RUB,В обращении,15.5% годовых,,Фиксированная,Процент при погашении,"100,000000",A(RU),ruA,A.ru,,06.11.2025,13.11.2025,
"МТС-Банк, 15.5% 15jun2026, RUB (ЦФА, 7)",,,,,,,,,,,,,,,,15.06.2026,Россия,МТС-Банк,,Корпоративный,Банки,RUB,В обращении,15.5% годовых,,Фиксированная,Процент при погашении,"10 000,000000",A(RU),ruA,A.ru,,12.12.2025,16.12.2025,
"Московский кредитный банк, 15",RU000A0ZZE87,"15,000","94,90","18,053","338,15",4,средняя,"0,01","-0,05","1,71","6,28","868,50","2,02",09.01.2029,"2,87",,Россия,Московский кредитный банк,,Корпоративный,Банки,RUB,В обращении,"1-11 купоны - 12% годовых, ставка последующих 10 купонов - Сj=R+m-R1, где:R-ставка ЦБ,действ. за 8 раб.дней до даты начала очередной части периода обращения, R1-ставка ЦБ, действ.в дату определения % ставки купона на 1-й купон, m-4,75%",2,Фиксированная,Купонные,"1 000,000000",A+(RU),ruA+,,AA-|ru|,24.07.2018,24.07.2018,27.02.2026
"Россельхозбанк, 01Т1",RU000A0ZZ4T1,"9,000","60,49","41,103","2 654,60",6,средняя,"0,76","0,73","-2,18","-0,40","670,40","1,30",12.04.2028,"2,12",,Россия,Россельхозбанк,,Корпоративный,Банки,RUB,В обращении,"1-20 купоны - 9% годовых, остальные купоны - устанавливаются через 10 лет по формуле: доходность 10-летних ОФЗ в дату переустановки купона + спрэд между ставкой по 1-му купону и доходностью 10 летних ОФЗ в дату установления 1-го купона + 100 б.п.",2,Фиксированная,Купонные,"1 000,000000",AA(RU),-,AA+.ru,,25.04.2018,25.04.2018,27.02.2026
"Россельхозбанк, 06Т1",RU000A0JWMZ1,"14,500","129,90","-45,380","-5 915,16",,,"0,00","0,00","0,00","0,00","126,00","0,63",03.07.2026,"0,35",,Россия,Россельхозбанк,,Корпоративный,Банки,RUB,В обращении,"1-20 купоны - 14.5% годовых, остальные купоны – в соответствии с эмиссионными документами",2,Фиксированная,Купонные,"1 000,000000",AA(RU),-,AA+.ru,,15.07.2016,15.07.2016,27.02.2026
"Россельхозбанк, 07Т1",RU000A0JWN22,"14,500","129,90","-44,464","-5 824,28",,,"0,00","0,00","0,00","0,00","129,00","0,64",06.07.2026,"0,35",,Россия,Россельхозбанк,,Корпоративный,Банки,RUB,В обращении,"1-20 купоны - 14.5% годовых, остальные купоны – в соответствии с эмиссионными документами",2,Фиксированная,Купонные,"1 000,000000",AA(RU),-,AA+.ru,,18.07.2016,18.07.2016,27.02.2026
"Россельхозбанк, 08Т1",RU000A0JWV63,"14,250","91,26","34,685","2 075,33",6,средняя,"0,69","0,93","4,90","8,61","195,00","0,40",23.09.2026,"0,57",,Россия,Россельхозбанк,,Корпоративный,Банки,RUB,В обращении,"1-20 купоны - 14.25% годовых, остальные купоны - устанавливаются через 10 лет по формуле: доходность 10-летних ОФЗ в дату переустановки купона + спрэд между ставкой по 1-му купону и доходностью 10 летних ОФЗ в дату установления 1-го купона + 100 б.п.",2,Фиксированная,Купонные,"1 000,000000",AA(RU),-,AA+.ru,,05.10.2016,05.10.2016,27.02.2026
"Россельхозбанк, 09Т1",RU000A0ZZ505,"9,000","60,55","40,995","2 643,68",6,средняя,"0,72","0,73","-2,25","-0,16","671,51","1,30",13.04.2028,"2,13",,Россия,Россельхозбанк,,Корпоративный,Банки,RUB,В обращении,"1-20 купоны - 9% годовых, остальные купоны - устанавливаются через 10 лет по формуле: доходность 10-летних ОФЗ в дату переустановки купона + спрэд между ставкой по 1-му купону и доходностью 10 летних ОФЗ в дату установления 1-го купона + 100 б.п.",2,Фиксированная,Купонные,"1 000,000000",AA(RU),-,AA+.ru,,26.04.2018,26.04.2018,27.02.2026
"Россельхозбанк, 31Т1",RU000A0ZZUS8,"10,100",,,,,,,,,,,,09.11.2028,,,Россия,Россельхозбанк,,Корпоративный,Банки,RUB,В обращении,"1-20 купоны - 10.1% годовых, остальные купоны - устанавливаются через 10 лет по формуле: доходность 10-летних ОФЗ в дату переустановки купона + спрэд между ставкой по 1-му купону и доходностью 10 летних ОФЗ в дату установления 1-го купона + 100 б.п.",2,Фиксированная,Купонные,"1 000,000000",AA(RU),-,AA+.ru,,22.11.2018,22.11.2018,
"Россельхозбанк, БO-05К-002P",RU000A10E234,"16,300","100,09","16,348","275,40",4,средняя,"0,00","0,00","-1,74",,"60,00","0,14",,"0,16",28.04.2026,Россия,Россельхозбанк,,Корпоративный,Банки,RUB,В обращении,1 купон - 16.3% годовых.,1,Фиксированная,Купонные,"1 000,000000",AA(RU),-,AA+.ru,,29.12.2025,29.12.2025,27.02.2026
"Россельхозбанк, БO-12-002P",RU000A106FV6,"9,950","98,34","15,826","207,22",5,средняя,"-0,02","0,04","0,45","1,38","119,00","0,28",,"0,33",26.06.2026,Россия,Россельхозбанк,,Корпоративный,Банки,RUB,В обращении,1-6 купон - 9.95%,2,Фиксированная,Купонные,"1 000,000000",AA(RU),-,AA+.ru,,30.06.2023,30.06.2023,27.02.2026
"Россельхозбанк, БO-14-002P",RU000A103N84,"14,850","99,83","14,272","38,41",5,средняя,"-0,13","-0,37","-0,17","0,15","175,43","0,42",,"0,52",03.09.2026,Россия,Россельхозбанк,,Корпоративный,Банки,RUB,В обращении,"1-5 купоны - 7.8% годовых, 6-7 купоны- 15.2% годовых, 8 купон - 21.7%, 9 купон - 14.85% годовых, 10 купон - 13.4% годовых.",2,Фиксированная,Купонные,"1 000,000000",AA(RU),-,AA+.ru,,09.09.2021,09.09.2021,27.02.2026
"Россельхозбанк, БO-16-002P",RU000A106CA7,"8,750","98,67","14,734","104,55",5,средняя,"0,26","0,19","0,70","1,21","94,03","0,22",,"0,26",03.06.2026,Россия,Россельхозбанк,,Корпоративный,Банки,RUB,В обращении,1-12 купоны - 8.75% годовых.,4,Фиксированная,Купонные,"1 000,000000",AA(RU),-,AA+.ru,,07.06.2023,30.06.2023,27.02.2026
"Россельхозбанк, БО-07P",RU000A0ZZVQ0,"10,500",,,,,,,,,,,,,,22.11.2038,Россия,Россельхозбанк,,Корпоративный,Банки,RUB,В обращении,1-40 купоны - 10.5% годовых,2,Фиксированная,Купонные,"1 000,000000",AA(RU),-,AA+.ru,,29.11.2018,29.11.2018,
