Бумага,ISIN,"Текущий купон, %","Индикативная цена, %","Индикативная доходность, %","G-spread, бп",Ликвидность,Уровень ликвидности,"Δ индикатив. цены за 1 день, %","Δ индикатив. цены за 1 неделю, %","Δ индикатив. цены за 1 месяц, %","Δ индикатив. цены за 3 месяца, %","Дюрация, дней",Модифицированная дюрация,Оферта (call),"Срок до погашения, лет",Погашение,Страна,Эмитент,SPV,Сектор,Отрасль,Валюта,Статус,Купон,Периодичность купона,Тип ставки,Вид облигации,Непогаш. ном.,Рейтинг эмитента АКРА,Рейтинг эмитента Эксперт РА,Рейтинг эмитента НКР,Рейтинг эмитента НРА,Начало размещения,Окончание размещения,Дата торгов
"Банк ДОМ.РФ, СУБ-Т2-1",RU000A105XG2,"13,000","91,50","18,060","344,74",0,низкая,"0,00","0,00","1,10","0,55","754,52","1,75",01.09.2028,"7,50",26.08.2033,Россия,Банк ДОМ.РФ,,Корпоративный,Банки,RUB,В обращении,"1-11 купоны - 13% годовых, 12-21 купоны - Cj = R + 3.2%, где: j - порядковый номер соответствующего купонного периода (j=12,...,21); Сj - размер процентной ставки j-го купона, в процентах годовых; R - значение кривой бескупонной доходности для рынка государственных облигаций на срок до погашения, равный 5.5 годам.",2,Фиксированная,Купонные,"10 000 000,000000",AA+(RU),ruAA+,AA+.ru,,10.03.2023,31.03.2023,27.02.2026
"Банк ДОМ.РФ, СУБ-Т2-2",RU000A10A539,"15,000",,,,,,,,,,,,28.04.2030,,02.04.2035,Россия,Банк ДОМ.РФ,,Корпоративный,Банки,RUB,В обращении,"1-66 купоны - 15% годовых, 67-126 купоны: Cj = R + m, где:j - порядковый номер соответствующего купонного периода;Сj - размер процентной ставки j-го купона, в процентах годовых;R - значение кривой бескупонной доходности для рынка государственных облигаций на срок до погашения, равный 5 годам, определяемое Эмитентом на основании данных, публикуемых на официальном сайте ПАО Московская Биржа в сети Интернет.m - разница между процентной ставкой по первому купону, определенной решением уполномоченного органа управления Эмитента, и значением кривой бескупонной доходности для рынка государственных облигаций на срок до погашения, равный 5,5 годам, определенной Эмитентом на основании данных, публикуемых на официальном сайте ПАО Московская Биржа в сети Интернет. m=-3.08%",12,Фиксированная,Купонные,"10 000 000,000000",AA+(RU),ruAA+,AA+.ru,,25.11.2024,25.11.2024,
"Банк Держава, 03",RU000A0JWB59,"15,000","109,99","13,606","-112,31",,,"0,00","0,00","0,00","-0,92","1 954,18","4,71",,"10,01",29.02.2036,Россия,Банк Держава,,Корпоративный,Банки,RUB,В обращении,1-40 купоны - 15% годовых,2,Фиксированная,Купонные,"1 000,000000",BBB(RU),Withdrawn,BBB.ru,,25.03.2016,25.03.2016,27.02.2026
"Банк ПСБ, 003P-13",RU000A10BFF4,"18,300",,,,,,,,,,,,,,13.04.2028,Россия,Банк ПСБ,,Корпоративный,Банки,RUB,В обращении,1-12 купоны - 18.3% годовых.,4,Фиксированная,Купонные,"1 000,000000",AAA(RU),ruAAA,,,17.04.2025,17.04.2025,
"Банк ПСБ, 004Р-01",RU000A10CP78,"14,250","100,42","14,990","36,68",7,высокая,"0,24","-0,12","0,73","0,06","772,98","1,84",,"2,52",05.09.2028,Россия,Банк ПСБ,,Корпоративный,Банки,RUB,В обращении,1-37 купоны - 14.25% годовых.,12,Фиксированная,Купонные,"1 000,000000",AAA(RU),ruAAA,,,09.09.2025,09.09.2025,27.02.2026
"Банк ПСБ, 15",RU000A101H92,"2,500",,,,,,,,,,,,,,27.03.2040,Россия,Банк ПСБ,,Корпоративный,Банки,RUB,В обращении,1-81 купоны - 2.5% годовых.,4,Фиксированная,Купонные,"10 000 000,000000",AAA(RU),ruAAA,,,04.03.2020,04.03.2020,
"Банк ПСБ, 16",RU000A101J33,"2,500",,,,,,,,,,,,,,29.09.2029,Россия,Банк ПСБ,,Корпоративный,Банки,RUB,В обращении,1-39 купоны - 2.5% годовых.,4,Фиксированная,Купонные,"10 000 000,000000",AAA(RU),ruAAA,,,16.03.2020,26.03.2020,
"Банк Уралсиб, БО-СП-1",RU000A10DAZ9,"0,010",,,,,,,,,,,,,,28.10.2028,Россия,Банк Уралсиб,,Корпоративный,Банки,RUB,В обращении,1-3 купоны - 0.01% годовых.,1,Фиксированная,Купонные,"1 000,000000",A(RU),ruA,A+.ru,,29.10.2025,30.10.2025,
"ВБРР, 15.4000% 20mar2026, RUB (ЦФА)",,"15,400",,,,,,,,,,,,,,20.03.2026,Россия,ВБРР,,Корпоративный,Банки,RUB,В обращении,15.4000% годовых,,Фиксированная,Процент при погашении,"1 000,000000",AA(RU),ruAA,,,18.02.2026,18.02.2026,
"ВБРР, 15.4000% 20mar2026, RUB (ЦФА)",,"15,400",,,,,,,,,,,,,,20.03.2026,Россия,ВБРР,,Корпоративный,Банки,RUB,В обращении,15.4000% годовых,,Фиксированная,Процент при погашении,"1 000,000000",AA(RU),ruAA,,,19.02.2026,19.02.2026,
"ВБРР, 15.4000% 20mar2026, RUB (ЦФА)",,,,,,,,,,,,,,,,20.03.2026,Россия,ВБРР,,Корпоративный,Банки,RUB,В обращении,15.4000% годовых,,Фиксированная,Процент при погашении,"1 000,000000",AA(RU),ruAA,,,20.02.2026,20.02.2026,
"ВБРР, 15.4000% 26mar2026, RUB (ЦФА)",,"15,400",,,,,,,,,,,,,,26.03.2026,Россия,ВБРР,,Корпоративный,Банки,RUB,В обращении,15.4000% годовых,,Фиксированная,Процент при погашении,"1 000,000000",AA(RU),ruAA,,,24.02.2026,24.02.2026,
"Газпромбанк, 001Р-17Р",RU000A101Z74,"12,750","95,92","15,342","71,41",7,высокая,"-0,02","-0,28","1,34","1,20","781,78","1,86",,"4,42",31.07.2030,Россия,Газпромбанк,,Корпоративный,Банки,RUB,В обращении,"1-7 купоны - 5.85% годовых, 8-16 купоны - 12.75% годовых, 17-20 купоны - ставку определяет эмитент",2,Фиксированная,Купонные,"1 000,000000",AA+(RU),ruAAA,,,31.07.2020,30.04.2021,27.02.2026
"Газпромбанк, 001Р-18Р",RU000A102DB2,"15,000","100,97","15,203","44,60",7,высокая,"-0,02","0,87","0,82","1,00","1 156,06","2,75",,"4,73",20.11.2030,Россия,Газпромбанк,,Корпоративный,Банки,RUB,В обращении,"1-7 купоны - 5.95% годовых, 8 купон- 16.5% годовых, 9-10 купоны - 23% годовых, 11-19 купоны - 15% годовых, 20 купон - ставку определяет эмитент",2,Фиксированная,Купонные,"1 000,000000",AA+(RU),ruAAA,,,20.11.2020,20.11.2020,27.02.2026
"Газпромбанк, 001Р-19Р",RU000A102GJ8,"12,750","97,27","15,673","133,63",6,средняя,"-0,06","0,08","0,47","0,61","440,50","1,04",,"4,79",11.12.2030,Россия,Газпромбанк,,Корпоративный,Банки,RUB,В обращении,"1-6 купоны - 5.9% годовых, 7-13 купоны - 12.75% годовых, 14-20 купоны - ставка определяется эмитентом",2,Фиксированная,Купонные,"1 000,000000",AA+(RU),ruAAA,,,11.12.2020,11.12.2020,27.02.2026
"Газпромбанк, 001Р-20Р",RU000A102LU5,"14,250","99,14","15,094","37,55",4,средняя,"0,14","1,27","3,80","-13,26","990,38","2,36",,"4,84",28.12.2030,Россия,Газпромбанк,,Корпоративный,Банки,RUB,В обращении,"1-10 купоны - 6.4% годовых, 11-17 купоны - 14.25% годовых, 18-20 купоны устанавливаются эмитентом",2,Фиксированная,Купонные,"1 000,000000",AA+(RU),ruAAA,,,28.12.2020,28.12.2020,27.02.2026
"Газпромбанк, 001Р-21Р",RU000A104B46,"16,250","104,13","15,159","44,71",7,высокая,"0,14","0,18","0,63","0,32","970,18","2,31",,"5,83",27.12.2031,Россия,Газпромбанк,,Корпоративный,Банки,RUB,В обращении,"1-7 купоны - 9.3% годовых, 8-15 купоны - 16.25% годовых, 16-20 купоны - ставку определяет эмитент",2,Фиксированная,Купонные,"1 000,000000",AA+(RU),ruAAA,,,27.12.2021,27.12.2021,27.02.2026
"Газпромбанк, 001Р-22Р",RU000A105GW4,"17,500","104,83","15,412","84,19",6,средняя,"-0,14","0,11","0,11","0,30","688,81","1,64",,"6,75",24.11.2032,Россия,Газпромбанк,,Корпоративный,Банки,RUB,В обращении,"1-5 купоны - 9.1% годовых, 6-11 купоны - 17.5% годовых, 12-20 купоны - ставку определяет эмитент",2,Фиксированная,Купонные,"1 000,000000",AA+(RU),ruAAA,,,24.11.2022,24.11.2022,27.02.2026
"Газпромбанк, 001Р-26P",RU000A1064G3,"10,000","97,07","15,416","141,81",6,средняя,"-0,04","0,18","1,04","1,12","226,83","0,54",,"7,14",18.04.2033,Россия,Газпромбанк,,Корпоративный,Банки,RUB,В обращении,"1-7 купон - 10% годовых, 8-20 купоны - ставку определяет эмитент.",2,Фиксированная,Купонные,"1 000,000000",AA+(RU),ruAAA,,,18.04.2023,15.09.2023,27.02.2026
"Газпромбанк, 003Р-01Р",RU000A106YH6,"12,000","97,05","15,586","134,92",6,средняя,"0,07","0,16","0,79","0,81","365,45","0,87",,"7,59",27.09.2033,Россия,Газпромбанк,,Корпоративный,Банки,RUB,В обращении,"1-7 купон - 12% годовых, 8-20 купоны - ставку определяет эмитент",2,Фиксированная,Купонные,"1 000,000000",AA+(RU),ruAAA,,,27.09.2023,19.01.2024,27.02.2026
"Газпромбанк, 004P-03",RU000A107Q95,"0,010","88,34","13,172","-106,51",3,низкая,"0,03","-0,01","0,82","9,94","365,96","0,89",,"1,00",28.02.2027,Россия,Газпромбанк,,Корпоративный,Банки,RUB,В обращении,1-3 купоны - 0.01% годовых.,1,Фиксированная,Купонные,"1 000,000000",AA+(RU),ruAAA,,,29.02.2024,29.02.2024,27.02.2026
"Газпромбанк, 004P-04",RU000A107VZ2,"0,010","88,29","12,214","-206,40",3,низкая,"0,01","-0,01","1,13","8,95","394,96","0,96",,"1,08",29.03.2027,Россия,Газпромбанк,,Корпоративный,Банки,RUB,В обращении,1-3 купоны - 0.01% годовых.,1,Фиксированная,Купонные,"1 000,000000",AA+(RU),ruAAA,,,29.03.2024,29.03.2024,27.02.2026
"Газпромбанк, 004P-05",RU000A1084F3,"0,010","86,20","13,683","-63,23",3,низкая,"-0,01","-0,01","3,09","4,24","422,96","1,02",,"1,16",26.04.2027,Россия,Газпромбанк,,Корпоративный,Банки,RUB,В обращении,1-3 купоны - 0.01% годовых.,1,Фиксированная,Купонные,"1 000,000000",AA+(RU),ruAAA,,,26.04.2024,26.04.2024,27.02.2026
"Газпромбанк, 004P-06",RU000A108CG0,"0,010","81,69","17,507","314,86",3,низкая,"-0,01","-0,01","-0,77","3,66","457,96","1,07",,"1,25",31.05.2027,Россия,Газпромбанк,,Корпоративный,Банки,RUB,В обращении,1-3 купоны - 0.01% годовых,1,Фиксированная,Купонные,"1 000,000000",AA+(RU),ruAAA,,,31.05.2024,31.05.2024,27.02.2026
"Газпромбанк, 004P-07",RU000A108CH8,"0,010","97,52","10,489","-319,41",4,средняя,"0,13","-0,21","1,37","7,03","92,00","0,23",,"0,25",30.05.2026,Россия,Газпромбанк,,Корпоративный,Банки,RUB,В обращении,1-2 купоны - 0.01% годовых.,1,Фиксированная,Купонные,"1 000,000000",AA+(RU),ruAAA,,,30.05.2024,30.05.2024,27.02.2026
"Газпромбанк, 004P-08",RU000A108LS6,"0,010","97,25","8,785","-497,38",4,средняя,"2,15","-0,51","1,88","3,38","121,00","0,30",,"0,33",28.06.2026,Россия,Газпромбанк,,Корпоративный,Банки,RUB,В обращении,1-2 купоны - 0.01% годовых.,1,Фиксированная,Купонные,"1 000,000000",AA+(RU),ruAAA,,,28.06.2024,05.07.2024,27.02.2026
"Газпромбанк, 004P-09",RU000A108UM0,"0,010","95,00","12,937","-90,22",0,низкая,"0,00","0,00","8,55","8,94","154,00","0,37",,"0,42",31.07.2026,Россия,Газпромбанк,,Корпоративный,Банки,RUB,В обращении,1-2 купоны - 0.01% годовых.,1,Фиксированная,Купонные,"1 000,000000",AA+(RU),ruAAA,,,31.07.2024,31.07.2024,27.02.2026
"Газпромбанк, 004P-10",RU000A1094P1,"0,010","113,09","-21,637","-3 554,49",2,низкая,"0,02","0,02",,"11,34","184,00","0,64",,"0,50",30.08.2026,Россия,Газпромбанк,,Корпоративный,Банки,RUB,В обращении,1-2 купоны-0.01%,1,Фиксированная,Купонные,"1 000,000000",AA+(RU),ruAAA,,,30.08.2024,30.08.2024,27.02.2026
"Газпромбанк, 004P-11",RU000A109DK8,"0,010","94,54","10,022","-395,18",0,низкая,"-2,57","-2,58","1,97","3,88","215,00","0,54",,"0,59",30.09.2026,Россия,Газпромбанк,,Корпоративный,Банки,RUB,В обращении,1-2 купоны - 0.01% годовых.,1,Фиксированная,Купонные,"1 000,000000",AA+(RU),ruAAA,,,30.09.2024,30.09.2024,27.02.2026
"Газпромбанк, 004P-12",RU000A109EG4,"0,010","93,03","11,327","-270,86",4,средняя,"4,50","4,43","3,79","4,54","246,00","0,61",,"0,67",31.10.2026,Россия,Газпромбанк,,Корпоративный,Банки,RUB,В обращении,1-2 купон - 0.01% годовых.,1,Фиксированная,Купонные,"1 000,000000",AA+(RU),ruAAA,,,31.10.2024,31.10.2024,27.02.2026
"Газпромбанк, 004P-13",RU000A109YM0,"0,010","90,50","14,178","8,93",0,низкая,"-1,12","-1,66","-0,54","7,10","275,00","0,66",,"0,75",29.11.2026,Россия,Газпромбанк,,Корпоративный,Банки,RUB,В обращении,1-2 купоны - 0.01% годовых.,1,Фиксированная,Купонные,"1 000,000000",AA+(RU),ruAAA,,,29.11.2024,29.11.2024,27.02.2026
"Газпромбанк, 004P-14",RU000A10AA44,"0,010",,,,,,,,,,,,,,26.12.2026,Россия,Газпромбанк,,Корпоративный,Банки,RUB,В обращении,1-2 купоны - 0.01% годовых,1,Фиксированная,Купонные,"1 000,000000",AA+(RU),ruAAA,,,26.12.2024,26.12.2024,
"Газпромбанк, 004P-15",RU000A10AG30,"0,010","90,75","11,068","-312,70",3,низкая,"0,07","0,44","-3,52",,"338,00","0,83",,"0,93",31.01.2027,Россия,Газпромбанк,,Корпоративный,Банки,RUB,В обращении,1-2 купоны - 0.01% годовых,1,Фиксированная,Купонные,"1 000,000000",AA+(RU),ruAAA,,,31.01.2025,31.01.2025,27.02.2026
"Газпромбанк, 004P-16",RU000A10ANY1,"0,010","72,19","38,414","2 417,68",0,низкая,"0,00","0,00","0,00","0,22","365,95","0,72",,"1,00",28.02.2027,Россия,Газпромбанк,,Корпоративный,Банки,RUB,В обращении,1-2 купоны - 0.01% годовых,1,Фиксированная,Купонные,"1 000,000000",AA+(RU),ruAAA,,,28.02.2025,28.02.2025,27.02.2026
"Газпромбанк, 004P-17",RU000A10AZ78,"0,010","85,58","15,410","112,93",0,низкая,"0,02","0,02","0,14","0,35","396,96","0,94",,"1,09",31.03.2027,Россия,Газпромбанк,,Корпоративный,Банки,RUB,В обращении,1-2 купон - 0.01% годовых.,1,Фиксированная,Купонные,"1 000,000000",AA+(RU),ruAAA,,,31.03.2025,31.03.2025,27.02.2026
"Газпромбанк, 004P-18",RU000A10B5S3,"0,010","88,90","10,592","-372,83",3,низкая,"0,00","0,00","3,87","7,71","426,96","1,06",,"1,17",30.04.2027,Россия,Газпромбанк,,Корпоративный,Банки,RUB,В обращении,1-2 купоны - 0.01% годовых.,1,Фиксированная,Купонные,"1 000,000000",AA+(RU),ruAAA,,,30.04.2025,30.04.2025,27.02.2026
"Газпромбанк, 004P-19",RU000A10BF63,"0,010","81,06","18,278","392,04",3,низкая,"-2,11","-1,99","-0,41","8,06","456,96","1,06",,"1,25",30.05.2027,Россия,Газпромбанк,,Корпоративный,Банки,RUB,В обращении,1-2 купоны - 0.01% годовых,1,Фиксированная,Купонные,"1 000,000000",AA+(RU),ruAAA,,,30.05.2025,30.05.2025,27.02.2026
"Газпромбанк, 004P-20",RU000A10BPC0,"0,010","83,04","15,023","63,39",3,низкая,"0,04",,"-0,68","7,11","484,96","1,16",,"1,33",27.06.2027,Россия,Газпромбанк,,Корпоративный,Банки,RUB,В обращении,1-2 купоны - 0.01% годовых,1,Фиксированная,Купонные,"1 000,000000",AA+(RU),ruAAA,,,27.06.2025,27.06.2025,27.02.2026
"Газпромбанк, 004P-21",RU000A10BPD8,"0,010","82,50","15,492","109,91",4,средняя,"-0,01","0,00","4,25","7,33","487,96","1,16",,"1,34",30.06.2027,Россия,Газпромбанк,,Корпоративный,Банки,RUB,В обращении,1-2 купоны - 0.01% годовых,1,Фиксированная,Купонные,"1 000,000000",AA+(RU),ruAAA,,,30.06.2025,30.06.2025,27.02.2026
"Газпромбанк, 004P-22",RU000A10BVN5,"0,010","82,00","14,989","56,34",0,низкая,"0,00","0,00","-18,00","35,96","518,96","1,24",,"1,42",31.07.2027,Россия,Газпромбанк,,Корпоративный,Банки,RUB,В обращении,1-2 купоны - 0.01% годовых.,1,Фиксированная,Купонные,"1 000,000000",AA+(RU),ruAAA,,,31.07.2025,31.07.2025,27.02.2026
"Газпромбанк, 004P-23",RU000A10C2N0,"0,010","97,30","1,954","-1 247,19",0,низкая,"0,00","-0,71","18,24","17,20","518,96","1,39",,"1,42",31.07.2027,Россия,Газпромбанк,,Корпоративный,Банки,RUB,В обращении,1-2 купоны - 0.01% годовых.,1,Фиксированная,Купонные,"1 000,000000",AA+(RU),ruAAA,,,31.07.2025,31.07.2025,27.02.2026
"Газпромбанк, 004P-24",RU000A10C7E8,"0,010","101,50","-1,002","-1 544,30",2,низкая,"20,25","20,25","30,35","30,73","533,96","1,48",,"1,46",15.08.2027,Россия,Газпромбанк,,Корпоративный,Банки,RUB,В обращении,1-2 купоны - 0.01% годовых.,1,Фиксированная,Купонные,"1 000,000000",AA+(RU),ruAAA,,,15.08.2025,15.08.2025,27.02.2026
"Газпромбанк, 004P-25",RU000A10CAU2,"0,010","70,00","15,213","52,01",,,"0,00","0,00","0,00","0,00","919,86","2,19",,"2,52",04.09.2028,Россия,Газпромбанк,,Корпоративный,Банки,RUB,В обращении,1-3 купоны - 0.01% годовых.,1,Фиксированная,Купонные,"1 000,000000",AA+(RU),ruAAA,,,05.09.2025,05.09.2025,27.02.2026
"Газпромбанк, 004P-26",RU000A10CCL7,"0,010","81,12","14,793","33,27",0,низкая,"0,00","0,00","0,00","0,00","553,96","1,32",,"1,52",04.09.2027,Россия,Газпромбанк,,Корпоративный,Банки,RUB,В обращении,1-2 купоны - 0.01% годовых.,1,Фиксированная,Купонные,"1 000,000000",AA+(RU),ruAAA,,,04.09.2025,04.09.2025,27.02.2026
"Газпромбанк, 004P-27",RU000A10CL23,"0,010","76,00","11,372","-332,57",,,"0,00","0,00","0,00",,"930,87","2,29",,"2,55",15.09.2028,Россия,Газпромбанк,,Корпоративный,Банки,RUB,В обращении,1-3 купоны - 0.01% годовых.,1,Фиксированная,Купонные,"1 000,000000",AA+(RU),ruAAA,,,16.09.2025,16.09.2025,27.02.2026
"Газпромбанк, 004P-28",RU000A10CQH5,"0,010","81,50","8,233","-646,94",3,низкая,"0,00","-0,61","-3,55","18,10","944,88","2,39",,"2,59",29.09.2028,Россия,Газпромбанк,,Корпоративный,Банки,RUB,В обращении,1-3 купоны - 0.01% годовых.,1,Фиксированная,Купонные,"1 000,000000",AA+(RU),ruAAA,,,30.09.2025,30.09.2025,27.02.2026
"Газпромбанк, 004P-29",RU000A10CQJ1,"0,010","60,09","21,755","705,23",,,"0,00","0,00","0,00","0,00","944,85","2,13",,"2,59",29.09.2028,Россия,Газпромбанк,,Корпоративный,Банки,RUB,В обращении,1-3 купоны- 0.01% годовых.,1,Фиксированная,Купонные,"1 000,000000",AA+(RU),ruAAA,,,30.09.2025,30.09.2025,27.02.2026
"Газпромбанк, 004P-30",RU000A10CV39,"0,010","68,67","15,357","64,91",0,низкая,"0,00","-4,63","-28,91",,"960,86","2,28",,"2,63",15.10.2028,Россия,Газпромбанк,,Корпоративный,Банки,RUB,В обращении,1-3 купоны - 0.01% годовых.,1,Фиксированная,Купонные,"1 000,000000",AA+(RU),ruAAA,,,16.10.2025,16.10.2025,27.02.2026
"Газпромбанк, 004P-31",RU000A10D2V2,"0,010",,,,,,,,,,,,,,30.10.2028,Россия,Газпромбанк,,Корпоративный,Банки,RUB,В обращении,1-3 купоны - 0.01% годовых.,1,Фиксированная,Купонные,"1 000,000000",AA+(RU),ruAAA,,,31.10.2025,31.10.2025,
"Газпромбанк, 004P-32",RU000A10D2W0,"0,010","84,62","6,458","-825,52",3,низкая,"0,00","0,01","-9,51","27,89","975,88","2,51",,"2,67",30.10.2028,Россия,Газпромбанк,,Корпоративный,Банки,RUB,В обращении,1-3 купоны - 0.01% годовых.,1,Фиксированная,Купонные,"1 000,000000",AA+(RU),ruAAA,,,31.10.2025,31.10.2025,27.02.2026
"Газпромбанк, 004P-33",RU000A10D6L4,"0,010","84,02","6,548","-817,39",3,низкая,"6,53","7,20","7,29",,"1 003,88","2,58",,"2,75",27.11.2028,Россия,Газпромбанк,,Корпоративный,Банки,RUB,В обращении,1-3 купоны - 0.01% годовых.,1,Фиксированная,Купонные,"1 000,000000",AA+(RU),ruAAA,,,28.11.2025,28.11.2025,27.02.2026
"Газпромбанк, 004P-34",RU000A10DFL8,"0,010","72,01","12,289","-244,16",0,низкая,"0,00","0,00","5,90",,"1 034,87","2,52",,"2,84",28.12.2028,Россия,Газпромбанк,,Корпоративный,Банки,RUB,В обращении,1-3 купоны - 0.01% годовых.,1,Фиксированная,Купонные,"1 000,000000",AA+(RU),ruAAA,,,29.12.2025,29.12.2025,27.02.2026
"Газпромбанк, 004P-35",RU000A10DQ19,"0,010","92,85","9,398","-473,85",3,низкая,,"0,48",,,"302,00","0,76",,"0,83",26.12.2026,Россия,Газпромбанк,,Корпоративный,Банки,RUB,В обращении,1 купон - 0.01% годовых.,1,Фиксированная,Купонные,"1 000,000000",AA+(RU),ruAAA,,,26.12.2025,26.12.2025,27.02.2026
"Газпромбанк, 004P-36",RU000A10DZB7,"0,010",,,,,,,,,,,,,,29.01.2029,Россия,Газпромбанк,,Корпоративный,Банки,RUB,В обращении,1-3 купоны - 0.01% годовых.,1,Фиксированная,Купонные,"1 000,000000",AA+(RU),ruAAA,,,30.01.2026,30.01.2026,
"Газпромбанк, 004P-37",RU000A10E3Z0,"0,010","119,52","-17,272","-3 147,43",,,"0,50","0,08",,,"343,00","1,14",,"0,94",05.02.2027,Россия,Газпромбанк,,Корпоративный,Банки,RUB,В обращении,1 купон - 0.01% годовых.,1,Фиксированная,Купонные,"1 000,000000",AA+(RU),ruAAA,,,05.02.2026,05.02.2026,27.02.2026
"Газпромбанк, 004Р-01",RU000A107AS1,"0,010","89,22","14,748","60,98",4,средняя,"0,02","0,03","0,88","6,39","303,00","0,72",,"0,83",27.12.2026,Россия,Газпромбанк,,Корпоративный,Банки,RUB,В обращении,1-3 купоны - 0.01% годовых,1,Фиксированная,Купонные,"1 000,000000",AA+(RU),ruAAA,,,28.12.2023,28.12.2023,27.02.2026
"Газпромбанк, 004Р-02",RU000A107GG3,"0,010","90,52","11,408","-278,50",2,низкая,"0,00","-0,04","0,11","11,29","337,00","0,83",,"0,92",30.01.2027,Россия,Газпромбанк,,Корпоративный,Банки,RUB,В обращении,1-3 купоны: 0.01% годовых,1,Фиксированная,Купонные,"1 000,000000",AA+(RU),ruAAA,,,31.01.2024,31.01.2024,27.02.2026
"Газпромбанк, 005P-01P",RU000A107A28,"12,750","98,51","15,745","168,85",6,средняя,"-0,27","-0,24","0,19","-0,56","257,24","0,61",,"0,75",28.11.2026,Россия,Газпромбанк,,Корпоративный,Банки,RUB,В обращении,1-12 купоны - 12.75% годовых,4,Фиксированная,Купонные,"1 000,000000",AA+(RU),ruAAA,,,28.11.2023,28.11.2023,27.02.2026
"Газпромбанк, 005Р-03Р",RU000A107UA7,"13,700","98,75","15,651","134,20",6,средняя,"0,15","-0,02","0,52","0,68","417,92","0,99",,"7,99",21.02.2034,Россия,Газпромбанк,,Корпоративный,Банки,RUB,В обращении,"1-13 купоны - 13.7% годовых, 14-40 купоны - ставка определяется эмитентом.",4,Фиксированная,Купонные,"1 000,000000",AA+(RU),ruAAA,,,05.03.2024,05.04.2024,27.02.2026
"Газпромбанк, 006P-01",RU000A10CF88,,"52,93","15,203","43,45",6,средняя,"0,16","-0,34","1,20","0,23","1 641,00","3,90",,"4,50",26.08.2030,Россия,Газпромбанк,,Корпоративный,Банки,RUB,В обращении,0%,1,Фиксированная,Дисконтные,"1 000,000000",AA+(RU),ruAAA,,,26.08.2025,26.08.2025,27.02.2026
"Газпромбанк, 006P-02",RU000A10CQG7,,"54,80","14,040","-72,58",5,средняя,"-0,22","0,62","0,61","0,26","1 671,00","4,01",,"4,58",25.09.2030,Россия,Газпромбанк,,Корпоративный,Банки,RUB,В обращении,0%,1,Фиксированная,Дисконтные,"1 000,000000",AA+(RU),ruAAA,,,25.09.2025,25.09.2025,27.02.2026
"Газпромбанк, 006P-03Р",RU000A10D491,,"52,94","14,579","-18,37",5,средняя,"0,36","0,49","2,13","0,39","1 706,00","4,08",,"4,67",30.10.2030,Россия,Газпромбанк,,Корпоративный,Банки,RUB,В обращении,0%,1,Фиксированная,Дисконтные,"1 000,000000",AA+(RU),ruAAA,,,30.10.2025,30.10.2025,27.02.2026
"Газпромбанк, 006P-04Р",RU000A10DMP5,,"52,79","14,227","-53,07",6,средняя,"-0,29","1,23","1,24",,"1 753,00","4,20",,"4,80",16.12.2030,Россия,Газпромбанк,,Корпоративный,Банки,RUB,В обращении,0%,1,Фиксированная,Дисконтные,"1 000,000000",AA+(RU),ruAAA,,,16.12.2025,06.02.2026,27.02.2026
"Газпромбанк, 01-АТ1",RU000A0ZZFZ4,"14,010",,,,,,,,,,,,26.01.2029,,,Россия,Газпромбанк,,Корпоративный,Банки,RUB,В обращении,"1-11 купоны - 8% годовых, каждые последующие 10 купонов - GCurve 5Y + 2%",2,Фиксированная,Купонные,"1 000,000000",AA+(RU),ruAAA,,,10.08.2018,15.08.2018,
"Газпромбанк, ГПБ-Т2-05Р",RU000A106ZK7,"15,000",,,,,,,,,,,,29.12.2028,,28.10.2078,Россия,Газпромбанк,,Корпоративный,Банки,RUB,В обращении,"1-11 купоны - 15% годовых, 12-21 купоны - Cj = 1/5 ( сумм Индекс ОФЗ 5yi) + 3,25%, где: Сj - размер процентной ставки j купона, в процентах годовых; j - порядковый номер очередного купонного периода, j=12,13,14,15,16,17,18,19,20,21; Индекс ОФЗ 5yi - ставка кривой бескупонной доходности облигаций федерального займа на срок до погашения, равный 5 годам, на i рабочий день до даты начала двенадцатого купонного периода; 22-111 купоны - Cj = 1/5 ( сумм Индекс ОФЗ 5yij) +3,70%, где: Сj - размер процентной ставки по купонам с j по (j+9) (включительно), в процентах годовых. j - порядковый номер очередного купонного периода, j=22,32,42,52,62,72,82,92,102; Индекс ОФЗ 5yij - ставка кривой бескупонной доходности облигаций федерального займа на срок до погашения, равный 5 годам, на i рабочий день до даты начала j купонного периода",2,Фиксированная,Купонные,"10 000 000,000000",AA+(RU),ruAAA,,,06.10.2023,06.10.2023,
"Еврофинанс Моснарбанк, 25jun2029, RUB (УЦП)",,,,,,,,,,,,,,,,25.06.2029,Россия,Еврофинанс Моснарбанк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Бездоходные,"6 594,540000",A-(RU),Withdrawn,A.ru,,23.12.2025,,
"Еврофинанс Моснарбанк, 25jun2029, RUB (ЦС)",,,,,,,,,,,,,,,,25.06.2029,Россия,Еврофинанс Моснарбанк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Бездоходные,,A-(RU),Withdrawn,A.ru,,23.12.2025,,
